product_id,product_name,category,price,stock_quantity,brand
168,Worker Than,Electronics,95.13,456,BrandB
169,Two Boy,Beauty,60.98,323,BrandA
170,Occur State,Electronics,293.27,693,BrandD
171,Trial Up,Beauty,171.36,857,BrandD
172,Speech Executive,Electronics,251.17,932,BrandB
173,Performance Not,Beauty,309.14,295,BrandB
174,Author Still,Electronics,442.93,405,BrandC
175,Office Anything,Home,247.98,325,BrandD
176,Develop Serve,Electronics,339.7,56,BrandC
177,Citizen Wrong,Clothing,53.54,21,BrandD
178,Agent Light,Electronics,435.63,661,BrandA
179,Simply Citizen,Home,437.05,340,BrandD
180,Rule Animal,Electronics,38.44,999,BrandC
181,Risk Many,Clothing,364.98,948,BrandA
182,Page Five,Electronics,97.2,656,BrandC
183,Collection Letter,Electronics,6.15,59,BrandC
184,Hold Blue,Books,472.88,734,BrandD
185,Sport Model,Books,220.23,852,BrandC
186,Though Citizen,Books,344.82,399,BrandC
187,Attorney Break,Books,382.13,658,BrandC
188,Read Strategy,Home,200.92,16,BrandD
189,Door Analysis,Clothing,35.19,240,BrandD
190,Enjoy Catch,Beauty,397.42,765,BrandC
191,Movie Often,Toys,288.0,878,BrandC
192,Stock Control,Electronics,329.23,471,BrandA
193,Situation Because,Books,399.08,82,BrandC
194,Already Late,Home,422.59,581,BrandC
195,Class Home,Home,51.24,628,BrandB
196,Scene Reduce,Toys,300.75,128,BrandA
197,Themselves Impact,Beauty,125.98,825,BrandC
198,Food Citizen,Clothing,167.89,805,BrandB
199,Food Blood,Clothing,199.01,353,BrandA
200,Movie Candidate,Books,103.24,773,BrandC
201,Either Tough,Books,284.01,472,BrandB
202,Three Environmental,Electronics,333.94,786,BrandC
203,Dinner Interview,Clothing,38.2,135,BrandC
204,Second Language,Home,249.45,790,BrandA
205,True Beyond,Toys,170.13,620,BrandB
206,Middle Rock,Beauty,161.69,339,BrandB
207,List Note,Clothing,372.29,904,BrandB
208,Around Prepare,Clothing,236.9,871,BrandA
209,Across Drop,Toys,446.75,879,BrandB
210,Debate Exist,Beauty,399.88,912,BrandA
211,Drug Fund,Beauty,453.85,606,BrandB
212,Forward Himself,Beauty,458.86,176,BrandA
213,Since Organization,Electronics,493.64,863,BrandB
214,Whole War,Electronics,209.55,846,BrandA
215,Shoulder Party,Clothing,289.0,164,BrandA
216,Inside Second,Electronics,338.96,831,BrandC
217,Window Radio,Electronics,127.36,162,BrandA
218,Represent As,Toys,351.16,113,BrandB
219,Employee Foot,Beauty,242.34,278,BrandC
220,Federal Collection,Clothing,48.43,345,BrandD
221,Response Partner,Books,90.35,596,BrandB
222,Across Plan,Toys,322.65,96,BrandB
223,Sit Cost,Electronics,112.73,507,BrandD
224,Discover Person,Clothing,358.45,292,BrandC
225,Energy Theory,Beauty,479.77,412,BrandB
226,Report Tree,Clothing,184.12,766,BrandC
227,Thousand Fill,Electronics,113.71,912,BrandA
228,Take Control,Clothing,145.14,167,BrandA
229,Allow Size,Books,207.42,945,BrandC
230,Serious Save,Toys,52.73,364,BrandC
231,After Million,Toys,322.76,61,BrandB
232,Pressure Theory,Electronics,213.04,928,BrandA
233,Design Crime,Electronics,460.75,902,BrandB
234,Almost Car,Clothing,399.28,123,BrandB
235,Provide Draw,Toys,352.06,102,BrandB
236,Set Matter,Clothing,102.48,29,BrandB
237,Audience Particular,Toys,438.69,794,BrandC
238,Send Road,Books,201.82,124,BrandD
239,Hot Policy,Beauty,152.83,859,BrandB
240,Kid Civil,Toys,40.03,377,BrandC
241,Word Same,Home,454.0,282,BrandA
242,Box Nor,Home,133.07,75,BrandA
243,Participant Magazine,Electronics,301.85,853,BrandD
244,Center Occur,Toys,462.52,136,BrandC
245,Case Finish,Books,464.59,964,BrandB
246,Not Material,Beauty,106.42,730,BrandC
247,Trouble Sound,Toys,31.37,421,BrandB
248,New Where,Electronics,9.81,745,BrandD
249,Lay Factor,Toys,214.66,517,BrandB
250,Bank Hotel,Clothing,205.87,762,BrandA
251,Follow Maintain,Electronics,273.22,528,BrandB
252,School Girl,Books,163.03,986,BrandC
253,Every Level,Toys,441.22,620,BrandC
254,Nation Fish,Electronics,455.13,42,BrandD
255,Behind Only,Beauty,429.14,626,BrandD
256,Series Sound,Home,70.38,929,BrandA
257,Her Answer,Books,402.35,560,BrandA
258,Season Mission,Electronics,304.91,351,BrandD
259,Land Information,Home,410.82,803,BrandA
260,Woman Impact,Clothing,487.76,953,BrandA
261,Face Finally,Clothing,338.31,792,BrandA
262,Suggest Act,Electronics,251.12,726,BrandC
263,To Day,Home,462.09,79,BrandC
264,Fill Support,Beauty,429.67,541,BrandD
265,Remain Democratic,Books,215.12,31,BrandC
266,Degree Throughout,Books,316.62,70,BrandD
267,Adult Meeting,Electronics,215.68,145,BrandC
268,Under Police,Electronics,148.06,28,BrandB
269,Rate Claim,Toys,47.52,401,BrandA
270,Serve Some,Electronics,448.58,402,BrandB
271,Recent Morning,Clothing,10.94,928,BrandB
272,Floor While,Toys,340.66,318,BrandA
273,Realize Middle,Toys,226.46,975,BrandD
274,Foreign Girl,Clothing,323.49,836,BrandC
275,Force Its,Books,479.57,518,BrandB
276,Ahead Fish,Beauty,64.1,860,BrandD
277,Different Wear,Toys,440.91,324,BrandB
278,Show Full,Home,155.51,434,BrandA
279,Yet Peace,Toys,72.09,291,BrandA
280,Nothing Style,Electronics,355.27,913,BrandC
281,Reach Food,Electronics,199.63,38,BrandA
282,Than Director,Beauty,228.82,631,BrandB
283,Bring Garden,Toys,126.8,586,BrandA
284,Bed Up,Electronics,212.94,845,BrandD
285,Nation Item,Home,443.68,785,BrandA
286,Garden Song,Toys,171.4,324,BrandA
287,Author Against,Home,214.38,286,BrandC
288,Force Blue,Books,234.4,390,BrandC
289,Usually Stage,Toys,315.06,416,BrandD
290,Policy Else,Clothing,107.62,632,BrandD
291,Role Buy,Books,442.55,988,BrandD
292,Staff Daughter,Toys,170.06,271,BrandD
293,Peace Issue,Home,175.33,389,BrandB
294,Piece Out,Home,70.66,295,BrandA
295,Not Until,Clothing,397.22,169,BrandA
296,Evening No,Books,469.61,380,BrandD
297,Interest Perform,Toys,121.56,943,BrandC
298,Middle Economic,Books,383.92,768,BrandA
299,Clearly Order,Home,93.38,725,BrandD
300,Which To,Clothing,68.93,360,BrandA
301,Pressure Sense,Books,84.58,125,BrandC
302,Defense Arm,Beauty,257.37,954,BrandC
303,Avoid While,Home,147.41,487,BrandB
304,Staff Point,Toys,219.86,27,BrandC
305,Red Bit,Books,51.63,706,BrandD
306,Democrat Kitchen,Beauty,396.95,413,BrandB
307,Bit Partner,Clothing,150.3,926,BrandD
308,Line Improve,Toys,374.42,91,BrandA
309,National Box,Home,146.77,93,BrandB
310,Speak Seem,Clothing,202.21,673,BrandD
311,Public Director,Electronics,422.2,431,BrandA
312,Realize Author,Books,90.87,988,BrandB
313,Individual Outside,Clothing,23.15,873,BrandA
314,Keep Child,Toys,84.51,139,BrandA
315,Find Despite,Books,58.87,424,BrandA
316,City Imagine,Electronics,293.07,781,BrandA
317,Accept Scientist,Beauty,316.02,3,BrandD
318,Strong Action,Books,410.45,440,BrandA
319,Office Knowledge,Toys,98.24,317,BrandB
320,Account Course,Beauty,150.98,448,BrandA
321,Technology Nation,Home,97.32,147,BrandC
322,Interesting Can,Home,200.89,512,BrandA
323,Popular Design,Electronics,420.21,295,BrandD
324,Degree Physical,Home,225.81,175,BrandC
325,Mission Heart,Toys,433.13,584,BrandA
326,Trade Impact,Books,364.93,654,BrandC
327,Child Pm,Home,32.62,245,BrandB
328,Record Man,Toys,259.75,116,BrandB
329,But Similar,Books,134.06,269,BrandB
330,Attorney Decade,Toys,72.6,85,BrandD
331,Maybe Sister,Home,24.79,189,BrandC
332,My Call,Beauty,473.24,398,BrandB
333,Western Teacher,Clothing,36.16,514,BrandC
334,As Themselves,Home,482.08,118,BrandC
335,Film Serious,Toys,97.58,144,BrandA
336,Good Economy,Electronics,399.27,17,BrandB
337,Something Garden,Toys,446.16,540,BrandC
338,Year Reveal,Books,40.58,498,BrandB
339,Term Either,Electronics,331.85,87,BrandD
340,Effect First,Books,123.48,929,BrandD
341,Measure Explain,Electronics,418.54,930,BrandC
342,Within Never,Toys,113.08,981,BrandC
343,Inside Others,Home,190.76,721,BrandD
344,Wrong Feeling,Books,22.87,695,BrandB
345,Impact Make,Electronics,23.3,493,BrandB
346,Government Light,Beauty,175.9,580,BrandB
347,Sing And,Home,336.84,162,BrandB
348,Down Modern,Beauty,471.62,691,BrandC
349,Society Agent,Books,118.82,435,BrandC
350,Else Suffer,Books,148.92,741,BrandD
351,Owner Reach,Books,475.11,468,BrandD
352,Team Happy,Books,469.13,18,BrandB
353,Yet Our,Home,435.95,840,BrandD
354,Candidate Drug,Clothing,361.81,137,BrandB
355,Whatever Year,Home,9.83,641,BrandB
356,Price Condition,Toys,198.92,668,BrandA
357,Rest Mission,Beauty,398.62,362,BrandC
358,Sell Recognize,Home,393.05,613,BrandC
359,Recent Century,Clothing,486.28,766,BrandB
360,Yard Movement,Clothing,421.14,144,BrandC
361,Deep East,Beauty,107.1,882,BrandA
362,Main Property,Electronics,376.93,747,BrandA
363,Rock Next,Toys,453.83,809,BrandC
364,Speak Travel,Beauty,218.29,823,BrandA
365,Ever Start,Home,448.84,136,BrandC
366,A Though,Beauty,280.49,7,BrandD
367,Treatment Successful,Electronics,30.46,787,BrandB
368,Cup Successful,Clothing,470.37,634,BrandD
369,Guess Environmental,Toys,19.3,457,BrandD
370,Whatever Indeed,Electronics,451.45,352,BrandC
371,Region Firm,Electronics,472.79,145,BrandD
372,Lot Point,Home,352.76,480,BrandC
373,Question Difficult,Home,356.32,924,BrandD
374,Much The,Toys,275.32,584,BrandB
375,Billion Certain,Toys,343.28,202,BrandC
376,Require Wide,Toys,265.13,282,BrandD
377,Travel Chair,Toys,357.78,27,BrandC
378,Picture Political,Home,108.23,26,BrandC
379,Air Late,Electronics,369.11,578,BrandC
380,Medical Several,Home,151.19,697,BrandD
381,Care Billion,Books,264.08,805,BrandA
382,Watch Should,Home,63.21,329,BrandB
383,How Form,Clothing,297.83,340,BrandA
384,Market Let,Books,18.22,461,BrandD
385,Late Important,Electronics,199.05,477,BrandC
386,Artist Force,Home,86.06,433,BrandD
387,Ever Here,Electronics,231.11,188,BrandC
388,Group Candidate,Electronics,96.49,477,BrandC
389,Goal Way,Toys,100.18,596,BrandB
390,Task About,Books,369.15,871,BrandB
391,Than Front,Books,492.4,556,BrandB
392,Operation Bank,Beauty,186.19,679,BrandC
393,Read Care,Toys,185.73,208,BrandC
394,Strategy Defense,Beauty,95.52,926,BrandB
395,Region Short,Clothing,302.21,968,BrandC
396,Describe Exactly,Books,146.42,162,BrandA
397,Your Wear,Books,23.28,324,BrandC
398,Above Yourself,Electronics,229.4,980,BrandD
399,View Change,Books,412.29,828,BrandA
400,Ago Provide,Toys,311.63,262,BrandD
401,Quickly Writer,Electronics,239.98,546,BrandB
402,Phone Important,Clothing,318.74,337,BrandB
403,Professor Look,Toys,496.69,543,BrandB
404,Second Able,Clothing,128.08,751,BrandB
405,Home Coach,Home,114.73,315,BrandD
406,Glass Huge,Clothing,273.94,931,BrandC
407,Fund Difference,Electronics,332.5,496,BrandA
408,Range Us,Electronics,349.86,73,BrandC
409,Return Authority,Books,298.42,326,BrandB
410,Process Administration,Electronics,138.02,556,BrandC
411,Also Who,Electronics,306.75,551,BrandB
412,Attorney Worker,Home,375.8,430,BrandD
413,Author Allow,Clothing,473.71,348,BrandB
414,Worry Soldier,Electronics,205.39,381,BrandD
415,Research More,Electronics,71.34,514,BrandA
416,Modern Former,Home,38.29,961,BrandA
417,Cultural Fund,Clothing,32.38,858,BrandB
418,Less Wall,Toys,141.32,521,BrandD
419,Style Opportunity,Books,88.55,86,BrandB
420,I Born,Home,334.47,923,BrandB
421,Very Why,Electronics,499.21,594,BrandC
422,Local Coach,Electronics,375.28,147,BrandD
423,Citizen Everything,Electronics,274.69,344,BrandA
424,Week Out,Toys,157.34,659,BrandA
425,Office Country,Home,158.09,165,BrandA
426,Season Step,Electronics,180.93,571,BrandB
427,Fight First,Beauty,192.46,553,BrandA
428,Enough If,Toys,447.7,377,BrandD
429,Him Trouble,Home,440.84,777,BrandA
430,Side Scientist,Clothing,124.73,924,BrandA
431,High Recent,Clothing,376.84,34,BrandD
432,Girl As,Beauty,415.22,910,BrandA
433,Almost Prepare,Toys,248.68,664,BrandD
434,Gas Power,Home,125.06,397,BrandA
435,Outside After,Clothing,102.16,731,BrandD
436,Speak Evening,Clothing,22.11,382,BrandC
437,Free Author,Home,78.89,108,BrandA
438,First Care,Beauty,363.2,576,BrandB
439,Break Teacher,Electronics,94.33,649,BrandB
440,Back Evening,Electronics,131.2,595,BrandB
441,Campaign Medical,Electronics,69.99,617,BrandB
442,Well Party,Clothing,360.73,413,BrandB
443,Cut Interesting,Beauty,109.93,892,BrandA
444,Safe Until,Electronics,291.21,130,BrandD
445,Member Rather,Electronics,136.6,171,BrandC
446,Writer Let,Toys,112.17,590,BrandC
447,Already Feel,Beauty,470.4,246,BrandC
448,Develop Republican,Books,75.03,849,BrandD
449,Time Involve,Books,218.0,796,BrandA
450,Discuss None,Electronics,203.34,928,BrandC
451,Serious Forward,Books,111.68,47,BrandB
452,Though Capital,Books,441.97,374,BrandB
453,Finish Or,Books,494.26,140,BrandB
454,Plan On,Books,20.31,205,BrandA
455,Because Affect,Electronics,247.29,301,BrandC
456,State Treatment,Clothing,179.47,768,BrandB
457,Director Even,Home,368.99,775,BrandC
458,Air Traditional,Electronics,169.07,481,BrandB
459,Up Politics,Clothing,74.65,443,BrandC
460,Human Eight,Books,22.36,656,BrandD
461,Much Fast,Electronics,450.22,290,BrandC
462,Almost Defense,Books,127.83,242,BrandC
463,Play Sometimes,Toys,225.11,206,BrandD
464,Claim Training,Clothing,444.45,850,BrandC
465,Culture Concern,Beauty,342.2,983,BrandB
466,Contain Perform,Electronics,93.15,159,BrandB
467,Thousand Oil,Books,265.86,472,BrandC
468,Really Civil,Electronics,130.31,175,BrandA
469,Beautiful Career,Books,315.37,672,BrandC
470,Require Old,Books,159.17,309,BrandB
471,Action Recent,Books,201.83,863,BrandD
472,House Hundred,Beauty,412.15,747,BrandD
473,Along Maintain,Home,287.79,376,BrandB
474,Better Any,Toys,280.66,513,BrandC
475,This Know,Home,161.81,442,BrandA
476,Establish Cover,Toys,159.4,866,BrandD
477,Finally Say,Clothing,412.98,50,BrandC
478,Sing Bill,Beauty,461.45,552,BrandA
479,Only Could,Toys,106.29,607,BrandB
480,Two Radio,Beauty,379.53,686,BrandB
481,These City,Toys,131.05,606,BrandB
482,Every Focus,Clothing,253.16,278,BrandD
483,Myself All,Clothing,180.53,217,BrandB
484,Social Study,Electronics,240.56,977,BrandA
485,Ten Set,Books,161.27,55,BrandB
486,Provide Send,Beauty,294.97,514,BrandC
487,Ball Boy,Books,185.57,505,BrandB
488,Writer Positive,Electronics,33.43,33,BrandA
489,Strategy Skill,Home,319.04,30,BrandB
490,Pass Such,Toys,327.59,899,BrandB
491,Let War,Beauty,487.84,45,BrandD
492,Billion Free,Books,407.19,566,BrandC
493,Similar Visit,Books,322.08,193,BrandA
494,Else Fly,Home,17.19,89,BrandD
495,Card Action,Books,191.63,640,BrandA
496,Situation Hair,Toys,287.76,315,BrandA
497,Ability Generation,Home,107.73,477,BrandC
498,Science Throughout,Clothing,493.24,996,BrandD
499,Similar Allow,Toys,290.95,659,BrandB
500,Father Trade,Home,241.9,470,BrandB
501,Sell A,Beauty,11.47,512,BrandA
502,Face Worker,Books,270.39,225,BrandC
503,Such Media,Home,402.76,792,BrandD
504,Strategy East,Electronics,158.45,433,BrandD
505,Somebody True,Clothing,381.19,647,BrandD
506,Often Old,Electronics,19.46,627,BrandB
507,Return Walk,Home,321.03,578,BrandA
508,Store Best,Beauty,442.84,535,BrandB
509,Environment Particularly,Toys,49.49,504,BrandD
510,Conference Health,Electronics,181.91,838,BrandC
511,Those Occur,Home,437.5,975,BrandD
512,Reach Rule,Toys,472.04,998,BrandB
513,Language Her,Beauty,225.45,174,BrandA
514,Foot Pressure,Books,228.8,678,BrandB
515,Decision Turn,Beauty,101.92,230,BrandC
516,Cover While,Home,143.09,587,BrandD
517,Sure Watch,Clothing,208.19,437,BrandA
518,Require Three,Books,142.66,304,BrandB
519,Left Technology,Electronics,126.17,604,BrandC
520,Movie Campaign,Electronics,124.66,247,BrandB
521,Guy Star,Books,222.83,816,BrandC
522,Explain Success,Clothing,385.99,696,BrandB
523,Home Senior,Beauty,473.89,88,BrandA
524,Surface Fight,Toys,369.85,698,BrandA
525,Sister It,Electronics,381.23,236,BrandB
526,Card Throw,Beauty,89.31,490,BrandB
527,Alone Indicate,Clothing,404.71,208,BrandC
528,Especially Threat,Electronics,84.5,106,BrandD
529,Serve Identify,Clothing,449.03,11,BrandB
530,Mr Yard,Books,61.17,276,BrandA
531,Manage Blue,Toys,409.69,700,BrandC
532,Model Summer,Toys,474.61,19,BrandA
533,Week Cause,Clothing,123.78,457,BrandD
534,Poor Attack,Books,275.12,253,BrandB
535,Just Star,Home,59.1,406,BrandC
536,Support Area,Electronics,215.13,123,BrandD
537,Loss Artist,Clothing,303.92,59,BrandB
538,Ask Dream,Beauty,334.88,672,BrandC
539,Relate Ask,Beauty,164.66,321,BrandB
540,Science Paper,Home,228.09,366,BrandC
541,Main Prevent,Toys,143.04,836,BrandB
542,Term Detail,Beauty,356.18,391,BrandC
543,Force Research,Electronics,99.42,752,BrandC
544,Hour Several,Clothing,152.07,549,BrandB
545,Type Point,Toys,486.05,910,BrandC
546,Fly Challenge,Electronics,196.62,661,BrandB
547,A General,Toys,414.73,273,BrandD
548,Base Game,Beauty,138.32,964,BrandD
549,If Recently,Electronics,261.26,494,BrandD
550,Bank Condition,Clothing,249.54,780,BrandB
551,Us Perhaps,Beauty,242.03,527,BrandB
552,Who Pretty,Home,484.7,803,BrandD
553,Draw Class,Beauty,127.95,77,BrandB
554,Finally Law,Toys,178.88,569,BrandC
555,Animal Already,Beauty,325.14,823,BrandD
556,Quality Play,Electronics,202.93,278,BrandB
557,Agent Build,Beauty,301.41,70,BrandA
558,Same Red,Electronics,19.59,65,BrandA
559,Similar Situation,Toys,373.99,865,BrandC
560,Reality Measure,Books,178.07,955,BrandA
561,Development Blue,Electronics,407.66,396,BrandB
562,Federal Ability,Home,443.63,3,BrandA
563,Movie Anything,Electronics,69.34,621,BrandD
564,Under Yeah,Toys,91.56,243,BrandC
565,Throw Difficult,Toys,125.23,335,BrandB
566,Identify Long,Electronics,471.61,334,BrandA
567,Financial Site,Electronics,244.57,236,BrandB
568,Figure Data,Clothing,489.11,567,BrandA
569,Mean School,Home,436.15,272,BrandA
570,Today Task,Toys,284.76,356,BrandD
571,Plan Believe,Electronics,320.95,219,BrandB
572,Rock Goal,Books,171.72,838,BrandC
573,Allow Smile,Clothing,281.45,148,BrandD
574,World Area,Electronics,334.27,502,BrandD
575,Practice Scene,Clothing,218.43,938,BrandB
576,With Media,Electronics,232.73,982,BrandD
577,Old White,Toys,363.42,546,BrandB
578,Prevent Miss,Home,478.92,669,BrandB
579,Central Sell,Books,203.42,136,BrandB
580,Mean Church,Clothing,428.75,760,BrandB
581,History Early,Books,158.81,294,BrandD
582,Type Become,Books,12.57,145,BrandD
583,Both Throughout,Home,37.35,937,BrandD
584,Move Follow,Clothing,339.39,670,BrandD
585,Line Degree,Toys,107.58,50,BrandA
586,Data Late,Electronics,312.57,11,BrandC
587,International Present,Electronics,63.47,828,BrandD
588,Western Player,Home,217.36,700,BrandB
589,Character New,Beauty,384.01,890,BrandD
590,Here Around,Electronics,147.65,213,BrandC
591,Country Really,Electronics,398.99,906,BrandC
592,Majority Voice,Beauty,45.78,335,BrandB
593,Cut Staff,Home,229.42,724,BrandD
594,Responsibility Notice,Beauty,189.52,507,BrandC
595,Art Support,Electronics,21.92,439,BrandC
596,Change Different,Toys,438.89,609,BrandA
597,To Green,Toys,391.92,10,BrandA
